2,2.248,1.215
2,2.998,0.952
2,2.501,1.828
2,2.227,2.120
2,2.827,0.182
2,2.342,2.110
2,1.107,2.542
2,1.729,1.956
2,2.065,1.920
2,1.930,0.493
2,1.636,3.904
2,3.042,1.931
2,1.340,1.225
2,2.735,1.516
2,3.485,2.699
2,1.496,2.227
2,1.597,2.810
2,1.966,1.634
2,0.358,1.958
3,-1.074,2.802
3,-1.350,0.559
3,-1.355,2.946
3,-0.264,2.211
3,-2.918,1.246
3,-0.705,2.030
3,-2.089,3.214
3,0.171,3.592
3,-2.248,3.111
3,-0.950,3.273
3,-1.968,1.852
3,-1.286,4.193
3,-2.793,2.774
3,-3.828,3.404
3,-2.362,2.851
3,-1.720,3.304
3,-1.614,-0.512
3,-3.174,1.588
3,-3.254,0.981
3,-2.133,2.531
3,-3.709,1.694
3,-0.928,3.012
3,-2.166,1.530
3,-1.071,3.295
3,-2.675,0.639
3,-2.593,3.685
3,-1.519,3.157
3,-0.982,1.839
3,-2.980,1.723
3,-0.885,0.374
3,-2.239,-0.701
3,-1.575,1.830
3,-2.879,1.588
3,-2.083,1.892
3,-2.727,2.044
3,-1.874,1.452
3,-1.310,1.271
3,-1.123,1.696
3,-1.938,1.734
3,-2.123,1.594
3,-2.533,1.356
3,-1.781,1.323
3,-1.374,1.427
3,-2.010,1.190
3,-2.601,2.061
3,-1.072,2.836
3,-2.514,2.705
3,-0.431,1.723
3,-2.557,2.595
3,-1.425,2.300
3,-2.515,0.679
3,0.323,1.622
3,-1.231,1.756
3,-2.244,0.818
3,-1.556,2.389
3,-0.895,1.803
3,-1.503,1.813
3,-2.063,2.853
3,-2.015,1.769
3,-1.276,2.037
3,-1.785,0.239
3,-3.032,1.775
3,-2.421,2.030
3,-0.638,0.615
3,-1.155,1.812
3,-1.644,2.038
3,-2.979,1.761
3,-0.770,3.654
3,-2.836,2.048
3,-2.583,4.611
3,-2.603,3.211
3,-2.675,2.926
3,-3.458,2.570
3,-2.824,1.203
3,-1.389,2.444
3,-3.225,3.088
3,-1.908,1.142
3,-0.335,2.369
3,-1.953,0.755
3,-2.007,2.623
3,-2.697,2.083
3,-2.880,4.588
3,-1.480,1.934
3,-2.139,1.847
3,-2.672,1.736
3,-2.108,0.410
3,-2.264,1.847
3,-3.496,4.598
3,-4.044,1.893
3,-1.460,-0.067
3,-1.555,2.353
3,-2.544,2.971
3,-1.498,1.847
3,-0.705,2.092
3,-1.980,2.033
3,-1.462,2.394
3,-1.886,2.278
3,-2.258,4.140
3,-1.923,1.856
3,-0.951,3.268
